sample	condition	sample	unit	fq1	fq2
sample_M33	F_12	sample_M33	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A4-M33_S763-S505_L3_L003_ds.df68fe4566a4445989970e53acccc24b/M33_S342_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A4-M33_S763-S505_L3_L003_ds.df68fe4566a4445989970e53acccc24b/M33_S342_L003_R2_001.fastq.gz
sample_M34	C_21	sample_M34	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H7-M34_P7119-P5152_L1_L001_ds.58943bf07ac14444bc7a3bf66d4a8aa8/M34_S73_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H7-M34_P7119-P5152_L1_L001_ds.58943bf07ac14444bc7a3bf66d4a8aa8/M34_S73_L001_R2_001.fastq.gz
sample_M34	C_21	sample_M34	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H7-M34_P7119-P5152_L2_L002_ds.3c1e5a03e4d44878925b84835a7a0e53/M34_S208_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H7-M34_P7119-P5152_L2_L002_ds.3c1e5a03e4d44878925b84835a7a0e53/M34_S208_L002_R2_001.fastq.gz
sample_M34	C_21	sample_M34	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H7-M34_P7119-P5152_L3_L003_ds.16e244015a34484ea19a896f4cb80049/M34_S343_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H7-M34_P7119-P5152_L3_L003_ds.16e244015a34484ea19a896f4cb80049/M34_S343_L003_R2_001.fastq.gz
sample_M35	F_17	sample_M35	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G7-M35_P7117-P5146_L1_L001_ds.af6153143b7f4e649df39ee73400f80f/M35_S74_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G7-M35_P7117-P5146_L1_L001_ds.af6153143b7f4e649df39ee73400f80f/M35_S74_L001_R2_001.fastq.gz
sample_M35	F_17	sample_M35	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G7-M35_P7117-P5146_L2_L002_ds.15174eb379d54c538cce059d39aa147f/M35_S209_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G7-M35_P7117-P5146_L2_L002_ds.15174eb379d54c538cce059d39aa147f/M35_S209_L002_R2_001.fastq.gz
sample_M35	F_17	sample_M35	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G7-M35_P7117-P5146_L3_L003_ds.09d7eb355faa4ac984d97ebd84b722e6/M35_S344_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G7-M35_P7117-P5146_L3_L003_ds.09d7eb355faa4ac984d97ebd84b722e6/M35_S344_L003_R2_001.fastq.gz
sample_M36	C_7	sample_M36	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F7-M36_P7111-P5143_L1_L001_ds.1dc4abca32ea452997ba1e72c42c026f/M36_S75_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F7-M36_P7111-P5143_L1_L001_ds.1dc4abca32ea452997ba1e72c42c026f/M36_S75_L001_R2_001.fastq.gz
sample_M36	C_7	sample_M36	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F7-M36_P7111-P5143_L2_L002_ds.95a479bd56f54de4974eabe5e294fa80/M36_S210_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F7-M36_P7111-P5143_L2_L002_ds.95a479bd56f54de4974eabe5e294fa80/M36_S210_L002_R2_001.fastq.gz
sample_M36	C_7	sample_M36	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F7-M36_P7111-P5143_L3_L003_ds.1f9ca31e0e59476cb3a82746aee9bf62/M36_S345_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F7-M36_P7111-P5143_L3_L003_ds.1f9ca31e0e59476cb3a82746aee9bf62/M36_S345_L003_R2_001.fastq.gz
sample_M37	F_9	sample_M37	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E7-M37_P7109-P5142_L1_L001_ds.d50acc67174c4008ac07a28d2a0205d1/M37_S76_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E7-M37_P7109-P5142_L1_L001_ds.d50acc67174c4008ac07a28d2a0205d1/M37_S76_L001_R2_001.fastq.gz
sample_M37	F_9	sample_M37	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E7-M37_P7109-P5142_L2_L002_ds.39acaf8813e6460b9bd99631f1f6d3fc/M37_S211_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E7-M37_P7109-P5142_L2_L002_ds.39acaf8813e6460b9bd99631f1f6d3fc/M37_S211_L002_R2_001.fastq.gz
sample_M37	F_9	sample_M37	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E7-M37_P7109-P5142_L3_L003_ds.ba5e0ac8e04b4113a964176df59281b6/M37_S346_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E7-M37_P7109-P5142_L3_L003_ds.ba5e0ac8e04b4113a964176df59281b6/M37_S346_L003_R2_001.fastq.gz
sample_M38	F_12	sample_M38	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D7-M38_P7108-P5141_L1_L001_ds.64007124b8d44baf848ecf27395878db/M38_S77_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D7-M38_P7108-P5141_L1_L001_ds.64007124b8d44baf848ecf27395878db/M38_S77_L001_R2_001.fastq.gz
sample_M38	F_12	sample_M38	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D7-M38_P7108-P5141_L2_L002_ds.a1c1a934295b4eb4941340ab73f18e95/M38_S212_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D7-M38_P7108-P5141_L2_L002_ds.a1c1a934295b4eb4941340ab73f18e95/M38_S212_L002_R2_001.fastq.gz
sample_M38	F_12	sample_M38	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D7-M38_P7108-P5141_L3_L003_ds.71adba1dd60f4e40be79a44cda85c0f3/M38_S347_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D7-M38_P7108-P5141_L3_L003_ds.71adba1dd60f4e40be79a44cda85c0f3/M38_S347_L003_R2_001.fastq.gz
sample_M39	F_3	sample_M39	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C7-M39_P7107-P5133_L1_L001_ds.adc1131fd4fd4e92946cd49ef1ed8e81/M39_S78_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C7-M39_P7107-P5133_L1_L001_ds.adc1131fd4fd4e92946cd49ef1ed8e81/M39_S78_L001_R2_001.fastq.gz
sample_M39	F_3	sample_M39	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C7-M39_P7107-P5133_L2_L002_ds.ebb21e04911f4781a2fbf6b8f3c97d4b/M39_S213_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C7-M39_P7107-P5133_L2_L002_ds.ebb21e04911f4781a2fbf6b8f3c97d4b/M39_S213_L002_R2_001.fastq.gz
sample_M39	F_3	sample_M39	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C7-M39_P7107-P5133_L3_L003_ds.54b11c964dbc46acb61180db319c50cf/M39_S348_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C7-M39_P7107-P5133_L3_L003_ds.54b11c964dbc46acb61180db319c50cf/M39_S348_L003_R2_001.fastq.gz
sample_M40	F_17	sample_M40	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B7-M40_P7121-P5130_L1_L001_ds.d947f6b7af9b4c4881186e251c7a2b5c/M40_S79_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B7-M40_P7121-P5130_L1_L001_ds.d947f6b7af9b4c4881186e251c7a2b5c/M40_S79_L001_R2_001.fastq.gz
sample_M40	F_17	sample_M40	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B7-M40_P7121-P5130_L2_L002_ds.7bd8939e38a24b1d88cc76680504a74e/M40_S214_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B7-M40_P7121-P5130_L2_L002_ds.7bd8939e38a24b1d88cc76680504a74e/M40_S214_L002_R2_001.fastq.gz
sample_M40	F_17	sample_M40	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B7-M40_P7121-P5130_L3_L003_ds.b56ac6fe4bab4459a1c9bdf9730bc71a/M40_S349_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B7-M40_P7121-P5130_L3_L003_ds.b56ac6fe4bab4459a1c9bdf9730bc71a/M40_S349_L003_R2_001.fastq.gz
sample_M41	F_2	sample_M41	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A7-M41_P7106-P5113_L1_L001_ds.e6522c8496e1450eabc2d70141b00714/M41_S80_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A7-M41_P7106-P5113_L1_L001_ds.e6522c8496e1450eabc2d70141b00714/M41_S80_L001_R2_001.fastq.gz
sample_M41	F_2	sample_M41	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A7-M41_P7106-P5113_L2_L002_ds.fc4cc8bc3d664ee7a4506f0d97ee302c/M41_S215_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A7-M41_P7106-P5113_L2_L002_ds.fc4cc8bc3d664ee7a4506f0d97ee302c/M41_S215_L002_R2_001.fastq.gz
sample_M41	F_2	sample_M41	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A7-M41_P7106-P5113_L3_L003_ds.4cc3ff4e900a4cc29b97f56b83f1e425/M41_S350_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_A7-M41_P7106-P5113_L3_L003_ds.4cc3ff4e900a4cc29b97f56b83f1e425/M41_S350_L003_R2_001.fastq.gz
sample_M42	F_4	sample_M42	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H6-M42_S761-S533_L1_L001_ds.98426670a18e4f51a22b0d3fad0e8b1a/M42_S81_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H6-M42_S761-S533_L1_L001_ds.98426670a18e4f51a22b0d3fad0e8b1a/M42_S81_L001_R2_001.fastq.gz
sample_M42	F_4	sample_M42	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H6-M42_S761-S533_L2_L002_ds.fbf9bd57b19d406187097459265f903b/M42_S216_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H6-M42_S761-S533_L2_L002_ds.fbf9bd57b19d406187097459265f903b/M42_S216_L002_R2_001.fastq.gz
sample_M42	F_4	sample_M42	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H6-M42_S761-S533_L3_L003_ds.6924f4d1308d4bb2ac06aeeb053183e7/M42_S351_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H6-M42_S761-S533_L3_L003_ds.6924f4d1308d4bb2ac06aeeb053183e7/M42_S351_L003_R2_001.fastq.gz
sample_M43	F_2	sample_M43	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G6-M43_S780-S530_L1_L001_ds.229dc28b2ae349c99aa874eb6b6c7f9c/M43_S82_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G6-M43_S780-S530_L1_L001_ds.229dc28b2ae349c99aa874eb6b6c7f9c/M43_S82_L001_R2_001.fastq.gz
sample_M43	F_2	sample_M43	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G6-M43_S780-S530_L2_L002_ds.7abdc43d6b4c4cc49aa27865b80afad6/M43_S217_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G6-M43_S780-S530_L2_L002_ds.7abdc43d6b4c4cc49aa27865b80afad6/M43_S217_L002_R2_001.fastq.gz
sample_M43	F_2	sample_M43	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G6-M43_S780-S530_L3_L003_ds.9aa8b842ba6b4a32ab8726414f0da2c2/M43_S352_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G6-M43_S780-S530_L3_L003_ds.9aa8b842ba6b4a32ab8726414f0da2c2/M43_S352_L003_R2_001.fastq.gz
sample_M44	F_3	sample_M44	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H8-M44_P7138-P5159_L1_L001_ds.a87b61de82974bd6b2bb3b2fabe0bc97/M44_S83_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H8-M44_P7138-P5159_L1_L001_ds.a87b61de82974bd6b2bb3b2fabe0bc97/M44_S83_L001_R2_001.fastq.gz
sample_M44	F_3	sample_M44	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H8-M44_P7138-P5159_L2_L002_ds.a1e78692d841480c9b7360c7c7599641/M44_S218_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H8-M44_P7138-P5159_L2_L002_ds.a1e78692d841480c9b7360c7c7599641/M44_S218_L002_R2_001.fastq.gz
sample_M44	F_3	sample_M44	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H8-M44_P7138-P5159_L3_L003_ds.804f89afaf724c8db3e13d6e4fe0d6ea/M44_S353_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H8-M44_P7138-P5159_L3_L003_ds.804f89afaf724c8db3e13d6e4fe0d6ea/M44_S353_L003_R2_001.fastq.gz
sample_M45	F_8	sample_M45	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G8-M45_P7137-P5158_L1_L001_ds.b8b411fd8fef45d5931e5356186d101f/M45_S84_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G8-M45_P7137-P5158_L1_L001_ds.b8b411fd8fef45d5931e5356186d101f/M45_S84_L001_R2_001.fastq.gz
sample_M45	F_8	sample_M45	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G8-M45_P7137-P5158_L2_L002_ds.51d4c9feb8fb425c9aed023d01fb1f3a/M45_S219_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G8-M45_P7137-P5158_L2_L002_ds.51d4c9feb8fb425c9aed023d01fb1f3a/M45_S219_L002_R2_001.fastq.gz
sample_M45	F_8	sample_M45	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G8-M45_P7137-P5158_L3_L003_ds.8bf807a9d2834052a8afd812f2d19878/M45_S354_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_G8-M45_P7137-P5158_L3_L003_ds.8bf807a9d2834052a8afd812f2d19878/M45_S354_L003_R2_001.fastq.gz
sample_M47	F_6	sample_M47	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D6-M47_S739-S503_L1_L001_ds.4effb16ed56c4abab4350db6d076f420/M47_S85_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D6-M47_S739-S503_L1_L001_ds.4effb16ed56c4abab4350db6d076f420/M47_S85_L001_R2_001.fastq.gz
sample_M47	F_6	sample_M47	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D6-M47_S739-S503_L2_L002_ds.5cbb3e869cb3414eb4b1ec976ca9949c/M47_S220_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D6-M47_S739-S503_L2_L002_ds.5cbb3e869cb3414eb4b1ec976ca9949c/M47_S220_L002_R2_001.fastq.gz
sample_M47	F_6	sample_M47	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D6-M47_S739-S503_L3_L003_ds.31c8be625b79490a9ccfc2a29f410758/M47_S355_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_D6-M47_S739-S503_L3_L003_ds.31c8be625b79490a9ccfc2a29f410758/M47_S355_L003_R2_001.fastq.gz
sample_M48	F_7	sample_M48	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C6-M48_S788-S587_L1_L001_ds.349567c251464176a4f59a160ee81d03/M48_S86_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C6-M48_S788-S587_L1_L001_ds.349567c251464176a4f59a160ee81d03/M48_S86_L001_R2_001.fastq.gz
sample_M48	F_7	sample_M48	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C6-M48_S788-S587_L2_L002_ds.2a65ea5704d448b9916f69f6ffb4ca42/M48_S221_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C6-M48_S788-S587_L2_L002_ds.2a65ea5704d448b9916f69f6ffb4ca42/M48_S221_L002_R2_001.fastq.gz
sample_M48	F_7	sample_M48	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C6-M48_S788-S587_L3_L003_ds.42dd2330c0c145f0b9840c9eea840139/M48_S356_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_C6-M48_S788-S587_L3_L003_ds.42dd2330c0c145f0b9840c9eea840139/M48_S356_L003_R2_001.fastq.gz
sample_M49	C_21	sample_M49	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B6-M49_S779-S589_L1_L001_ds.1855569189ff43c68f2332ce26256d4e/M49_S87_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B6-M49_S779-S589_L1_L001_ds.1855569189ff43c68f2332ce26256d4e/M49_S87_L001_R2_001.fastq.gz
sample_M49	C_21	sample_M49	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B6-M49_S779-S589_L2_L002_ds.25fb1d9a2fa1452c8cb1089c861712c3/M49_S222_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B6-M49_S779-S589_L2_L002_ds.25fb1d9a2fa1452c8cb1089c861712c3/M49_S222_L002_R2_001.fastq.gz
sample_M49	C_21	sample_M49	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B6-M49_S779-S589_L3_L003_ds.c1552dd2f7d6465cba92ab1d597c4c3e/M49_S357_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_B6-M49_S779-S589_L3_L003_ds.c1552dd2f7d6465cba92ab1d597c4c3e/M49_S357_L003_R2_001.fastq.gz
sample_M5	F_4	sample_M5	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E1-M5_S732-S550_L1_L001_ds.31f9874bca6c455d92f8a56bf7e101a6/M5_S44_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E1-M5_S732-S550_L1_L001_ds.31f9874bca6c455d92f8a56bf7e101a6/M5_S44_L001_R2_001.fastq.gz
sample_M5	F_4	sample_M5	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E1-M5_S732-S550_L2_L002_ds.6cddeab7a2534e209aae0536c5d9a803/M5_S179_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E1-M5_S732-S550_L2_L002_ds.6cddeab7a2534e209aae0536c5d9a803/M5_S179_L002_R2_001.fastq.gz
sample_M5	F_4	sample_M5	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E1-M5_S732-S550_L3_L003_ds.1adcbc1cf0ba4c159f87cc0d064234c7/M5_S314_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_E1-M5_S732-S550_L3_L003_ds.1adcbc1cf0ba4c159f87cc0d064234c7/M5_S314_L003_R2_001.fastq.gz
sample_M50	F_7	sample_M50	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F8-M50_P7129-P5157_L1_L001_ds.42273149fed7487f87c14ef7b944c4b5/M50_S88_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F8-M50_P7129-P5157_L1_L001_ds.42273149fed7487f87c14ef7b944c4b5/M50_S88_L001_R2_001.fastq.gz
sample_M50	F_7	sample_M50	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F8-M50_P7129-P5157_L2_L002_ds.7fcfa2ca8346495987c103519b043672/M50_S223_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F8-M50_P7129-P5157_L2_L002_ds.7fcfa2ca8346495987c103519b043672/M50_S223_L002_R2_001.fastq.gz
sample_M50	F_7	sample_M50	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F8-M50_P7129-P5157_L3_L003_ds.7e008095728a4d969d844d1708600aea/M50_S358_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_F8-M50_P7129-P5157_L3_L003_ds.7e008095728a4d969d844d1708600aea/M50_S358_L003_R2_001.fastq.gz
sample_M51	F_2	sample_M51	L1	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H7-M51_S790-S594_L1_L001_ds.43bd3599b2e04cc580478a15efb16f83/M51_S89_L001_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H7-M51_S790-S594_L1_L001_ds.43bd3599b2e04cc580478a15efb16f83/M51_S89_L001_R2_001.fastq.gz
sample_M51	F_2	sample_M51	L2	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H7-M51_S790-S594_L2_L002_ds.8fdf8b9aacbb444d88f6c61063f86632/M51_S224_L002_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H7-M51_S790-S594_L2_L002_ds.8fdf8b9aacbb444d88f6c61063f86632/M51_S224_L002_R2_001.fastq.gz
sample_M51	F_2	sample_M51	L3	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H7-M51_S790-S594_L3_L003_ds.26fd29ab353a4f169e80a0800ce97733/M51_S359_L003_R1_001.fastq.gz	/orange/peter/MeJA_timecourse/NS2189-GPeter_S4-HLFJNDSXY_Lane1-3/NS2189_H7-M51_S790-S594_L3_L003_ds.26fd29ab353a4f169e80a0800ce97733/M51_S359_L003_R2_001.fastq.gz
